realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2015-02-01,37026
2019-12-06,2019-12-06,2015-03-01,37522
2019-12-06,2019-12-06,2015-04-01,36959
2019-12-06,2019-12-06,2015-05-01,38339
2019-12-06,2019-12-06,2015-06-01,38866
2019-12-06,2019-12-06,2015-07-01,39299
2019-12-06,2019-12-06,2015-08-01,38079
2019-12-06,2019-12-06,2015-09-01,35913
2019-12-06,2019-12-06,2015-10-01,35460
2019-12-06,2019-12-06,2015-11-01,35019
2019-12-06,2019-12-06,2015-12-01,34829
2019-12-06,2019-12-06,2016-01-01,33428
2019-12-06,2019-12-06,2016-02-01,31844
2019-12-06,2019-12-06,2016-03-01,33034
2019-12-06,2019-12-06,2016-04-01,33935
2019-12-06,2019-12-06,2016-05-01,34692
2019-12-06,2019-12-06,2016-06-01,35668
2019-12-06,2019-12-06,2016-07-01,35309
2019-12-06,2019-12-06,2016-08-01,34430
2019-12-06,2019-12-06,2016-09-01,35271
2019-12-06,2019-12-06,2016-10-01,36158
2019-12-06,2019-12-06,2016-11-01,35911
2019-12-06,2019-12-06,2016-12-01,37553
2019-12-06,2019-12-06,2017-01-01,38098
2019-12-06,2019-12-06,2017-02-01,38230
2019-12-06,2019-12-06,2017-03-01,37865
2019-12-06,2019-12-06,2017-04-01,37581
2019-12-06,2019-12-06,2017-05-01,36163
2019-12-06,2019-12-06,2017-06-01,35442
2019-12-06,2019-12-06,2017-07-01,35459
2019-12-06,2019-12-06,2017-08-01,36556
2019-12-06,2019-12-06,2017-09-01,38703
2019-12-06,2019-12-06,2017-10-01,38907
2019-12-06,2019-12-06,2017-11-01,40242
2019-12-06,2019-12-06,2017-12-01,41161
2019-12-06,2019-12-06,2018-01-01,41731
2019-12-06,2019-12-06,2018-02-01,42065
2019-12-06,2019-12-06,2018-03-01,41624
2019-12-06,2019-12-06,2018-04-01,41559
2019-12-06,2019-12-06,2018-05-01,42470
2019-12-06,2019-12-06,2018-06-01,42919
2019-12-06,2019-12-06,2018-07-01,43095
2019-12-06,2019-12-06,2018-08-01,43651
2019-12-06,2019-12-06,2018-09-01,43369
2019-12-06,2019-12-06,2018-10-01,45251
2019-12-06,2019-12-06,2018-11-01,43364
2019-12-06,2019-12-06,2018-12-01,40726
2019-12-06,2019-12-06,2019-01-01,40114
2019-12-06,2019-12-06,2019-02-01,41509
2019-12-06,2019-12-06,2019-03-01,42896
2019-12-06,2019-12-06,2019-04-01,43561
2019-12-06,2019-12-06,2019-05-01,43467
2019-12-06,2019-12-06,2019-06-01,42383
2019-12-06,2019-12-06,2019-07-01,43108
2019-12-06,2019-12-06,2019-08-01,42583
2019-12-06,2019-12-06,2019-09-01,42532
2019-12-06,2019-12-06,2019-10-01,43000
