realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2015-05-01,50952
2019-12-06,2019-12-06,2015-06-01,51173
2019-12-06,2019-12-06,2015-07-01,51302
2019-12-06,2019-12-06,2015-08-01,51327
2019-12-06,2019-12-06,2015-09-01,51194
2019-12-06,2019-12-06,2015-10-01,51034
2019-12-06,2019-12-06,2015-11-01,51435
2019-12-06,2019-12-06,2015-12-01,51203
2019-12-06,2019-12-06,2016-01-01,51498
2019-12-06,2019-12-06,2016-02-01,51340
2019-12-06,2019-12-06,2016-03-01,50918
2019-12-06,2019-12-06,2016-04-01,51540
2019-12-06,2019-12-06,2016-05-01,51690
2019-12-06,2019-12-06,2016-06-01,52029
2019-12-06,2019-12-06,2016-07-01,51702
2019-12-06,2019-12-06,2016-08-01,51961
2019-12-06,2019-12-06,2016-09-01,52124
2019-12-06,2019-12-06,2016-10-01,52404
2019-12-06,2019-12-06,2016-11-01,52442
2019-12-06,2019-12-06,2016-12-01,52688
2019-12-06,2019-12-06,2017-01-01,52755
2019-12-06,2019-12-06,2017-02-01,53045
2019-12-06,2019-12-06,2017-03-01,53477
2019-12-06,2019-12-06,2017-04-01,53621
2019-12-06,2019-12-06,2017-05-01,53810
2019-12-06,2019-12-06,2017-06-01,53678
2019-12-06,2019-12-06,2017-07-01,53811
2019-12-06,2019-12-06,2017-08-01,54098
2019-12-06,2019-12-06,2017-09-01,54747
2019-12-06,2019-12-06,2017-10-01,54897
2019-12-06,2019-12-06,2017-11-01,55129
2019-12-06,2019-12-06,2017-12-01,55809
2019-12-06,2019-12-06,2018-01-01,55396
2019-12-06,2019-12-06,2018-02-01,55544
2019-12-06,2019-12-06,2018-03-01,55716
2019-12-06,2019-12-06,2018-04-01,56082
2019-12-06,2019-12-06,2018-05-01,56151
2019-12-06,2019-12-06,2018-06-01,56128
2019-12-06,2019-12-06,2018-07-01,56502
2019-12-06,2019-12-06,2018-08-01,56360
2019-12-06,2019-12-06,2018-09-01,56537
2019-12-06,2019-12-06,2018-10-01,56712
2019-12-06,2019-12-06,2018-11-01,56808
2019-12-06,2019-12-06,2018-12-01,56701
2019-12-06,2019-12-06,2019-01-01,57585
2019-12-06,2019-12-06,2019-02-01,56111
2019-12-06,2019-12-06,2019-03-01,57229
2019-12-06,2019-12-06,2019-04-01,57450
2019-12-06,2019-12-06,2019-05-01,57687
2019-12-06,2019-12-06,2019-06-01,58134
2019-12-06,2019-12-06,2019-07-01,58747
2019-12-06,2019-12-06,2019-08-01,58764
2019-12-06,2019-12-06,2019-09-01,58407
2019-12-06,2019-12-06,2019-10-01,58664
